review_group,review_order,image_file,mask_file,tta_overall_dice,no_tta_overall_dice,tta_minus_no_tta,auto_hint,manual_error_type,gt_reliable,prediction_medically_plausible,suggest_fix_label,reviewer,notes,tta_panel_package_path,no_tta_panel_package_path,tta_rank_by_worst,tta_overall_jaccard,no_tta_overall_jaccard,class_0_dice,class_0_jaccard,class_0_fp_pixels,class_0_fn_pixels,class_0_true_pixels,class_0_pred_pixels,class_0_prob_mean,class_1_dice,class_1_jaccard,class_1_fp_pixels,class_1_fn_pixels,class_1_true_pixels,class_1_pred_pixels,class_1_prob_mean,class_2_dice,class_2_jaccard,class_2_fp_pixels,class_2_fn_pixels,class_2_true_pixels,class_2_pred_pixels,class_2_prob_mean,class_3_dice,class_3_jaccard,class_3_fp_pixels,class_3_fn_pixels,class_3_true_pixels,class_3_pred_pixels,class_3_prob_mean,tta_panel_available,no_tta_panel_available
01_tta_worst,21,15_242_212_21_18_jpg.rf.4ae76912c424e7d0af66547c399bdec2.jpg,15_242_212_21_18_jpg.rf.4ae76912c424e7d0af66547c399bdec2.npz,1.3923698305440199E-10,1.3923698305440199E-10,0,A_B_check_hard_miss,B,Y,N,N,,模型检出能力不足,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\021_tta_021_dice_0.0000_15_242_212_21_18_jpg.rf.4ae76912c424e7d0af66547c399bdec2.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\021_no_tta_022_dice_0.0000_15_242_212_21_18_jpg.rf.4ae76912c424e7d0af66547c399bdec2.jpg,21,1.3923698305440199E-10,1.3923698305440199E-10,1,1,0,0,0,0,2.4326299999999999E-4,1.3923698305440199E-10,1.3923698305440199E-10,0,7182,7182,0,7.4995900000000002E-4,1,1,0,0,0,0,1.8209199999999999E-4,1,1,0,0,0,0,3.3491E-4,yes,yes
01_tta_worst,22,18_219_206_47_11_jpg.rf.8579f1db5fdbf16323f63367e7fdef60.jpg,18_219_206_47_11_jpg.rf.8579f1db5fdbf16323f63367e7fdef60.npz,1.4120304925313501E-10,2.3525960000000002E-3,-2.3525949999999999E-3,B_or_C_check_class2,A,N,Y,N,,模型检出能力不足&漏标,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\022_tta_022_dice_0.0000_18_219_206_47_11_jpg.rf.8579f1db5fdbf16323f63367e7fdef60.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\022_no_tta_034_dice_0.0024_18_219_206_47_11_jpg.rf.8579f1db5fdbf16323f63367e7fdef60.jpg,22,1.4120304925313501E-10,1.1776829999999999E-3,1,1,0,0,0,0,2.56032E-4,1,1,0,0,0,0,4.8349500000000002E-4,1.4120304925313501E-10,1.4120304925313501E-10,1014,6068,6068,1014,1.3043404999999999E-2,1,1,0,0,0,0,3.7063599999999998E-4,yes,yes
01_tta_worst,23,18_219_208_47_23_jpg.rf.d810af158793a9a6def617ab06576dd3.jpg,18_219_208_47_23_jpg.rf.d810af158793a9a6def617ab06576dd3.npz,1.4585764540608799E-10,1.4048889829254501E-10,5.3687471135432897E-12,B_or_C_check_class2,A,N,Y,Y,,炎症不典型，纤维化典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\023_tta_023_dice_0.0000_18_219_208_47_23_jpg.rf.d810af158793a9a6def617ab06576dd3.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\023_no_tta_023_dice_0.0000_18_219_208_47_23_jpg.rf.d810af158793a9a6def617ab06576dd3.jpg,23,1.4585764540608799E-10,1.4048889829254501E-10,1.3297872802908701E-9,1.3297872802908701E-9,752,0,0,752,1.3841603882610701E-2,1,1,0,0,0,0,4.26286E-4,1.63826993637705E-10,1.63826993637705E-10,2399,3705,3705,2399,1.0323745E-2,1,1,0,0,0,0,3.8743000000000002E-4,yes,yes
01_tta_worst,24,16_253_308_22_4_jpg.rf.ef9c649ffcc6a336a384d207682ed7b8.jpg,16_253_308_22_4_jpg.rf.ef9c649ffcc6a336a384d207682ed7b8.npz,1.47058823452006E-10,1.47058823452006E-10,0,A_B_check_hard_miss,B,Y,N,N,,模型检出能力不足,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\024_tta_024_dice_0.0000_16_253_308_22_4_jpg.rf.ef9c649ffcc6a336a384d207682ed7b8.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\024_no_tta_024_dice_0.0000_16_253_308_22_4_jpg.rf.ef9c649ffcc6a336a384d207682ed7b8.jpg,24,1.47058823452006E-10,1.47058823452006E-10,1,1,0,0,0,0,2.3483099999999999E-4,1.47058823452006E-10,1.47058823452006E-10,0,6800,6800,0,6.5882400000000002E-4,1,1,0,0,0,0,2.4885199999999998E-4,1,1,0,0,0,0,3.2174800000000001E-4,yes,yes
01_tta_worst,25,16_256_202_21_13_jpg.rf.201efadecc0e06839292fd761b6639ff.jpg,16_256_202_21_13_jpg.rf.201efadecc0e06839292fd761b6639ff.npz,1.4777597201476301E-10,1.4777597201476301E-10,0,A_B_check_hard_miss,A,N,N,Y,,模型标注位置不典型，漏标，建议剔除,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\025_tta_025_dice_0.0000_16_256_202_21_13_jpg.rf.201efadecc0e06839292fd761b6639ff.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\025_no_tta_025_dice_0.0000_16_256_202_21_13_jpg.rf.201efadecc0e06839292fd761b6639ff.jpg,25,1.4777597201476301E-10,1.4777597201476301E-10,1,1,0,0,0,0,2.0820600000000001E-4,1.4777597201476301E-10,1.4777597201476301E-10,0,6767,6767,0,1.27933658659458E-2,1,1,0,0,0,0,2.5943199999999998E-4,1,1,0,0,0,0,3.3545200000000003E-4,yes,yes
01_tta_worst,26,18_217_217_55_27_jpg.rf.c8c6793df4c6cec985c6a6d41de79679.jpg,18_217_217_55_27_jpg.rf.c8c6793df4c6cec985c6a6d41de79679.npz,1.4841199102999499E-10,0.52572172880172696,-0.52572172900000003,D_check_TTA_harm,A,N,N,Y,,炎症区域不典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\026_tta_026_dice_0.0000_18_217_217_55_27_jpg.rf.c8c6793df4c6cec985c6a6d41de79679.jpg,,26,1.4841199102999499E-10,0.35659599304199202,1,1,0,0,0,0,2.2651600000000001E-4,1,1,0,0,0,0,4.9385200000000003E-4,1.4841199102999499E-10,1.4841199102999499E-10,0,6738,6738,0,4.7746300000000002E-3,1,1,0,0,0,0,3.6106300000000001E-4,yes,no
01_tta_worst,27,16_224_101_110_46_jpg.rf.d81abddbf53d16a14492824d98ee6c69.jpg,16_224_101_110_46_jpg.rf.d81abddbf53d16a14492824d98ee6c69.npz,1.5163002797802201E-10,1.5163002797802201E-10,0,B_or_C_check_class2,A,N,N,Y,,炎症区域不典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\027_tta_027_dice_0.0000_16_224_101_110_46_jpg.rf.d81abddbf53d16a14492824d98ee6c69.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\027_no_tta_026_dice_0.0000_16_224_101_110_46_jpg.rf.d81abddbf53d16a14492824d98ee6c69.jpg,27,1.5163002797802201E-10,1.5163002797802201E-10,1,1,0,0,0,0,2.1472200000000001E-4,1,1,0,0,0,0,5.1236800000000002E-4,1.5163002797802201E-10,1.5163002797802201E-10,0,6595,6595,0,7.2819570000000004E-3,1,1,0,0,0,0,3.70403E-4,yes,yes
01_tta_worst,28,18_219_208_49_8_jpg.rf.26a93d179bb3294982c01ce7e7a41dcd.jpg,18_219_208_49_8_jpg.rf.26a93d179bb3294982c01ce7e7a41dcd.npz,1.53327198160191E-10,1.53327198160191E-10,0,B_or_C_check_class2,A,N,N,Y,,炎症区域不典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\028_tta_028_dice_0.0000_18_219_208_49_8_jpg.rf.26a93d179bb3294982c01ce7e7a41dcd.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\028_no_tta_027_dice_0.0000_18_219_208_49_8_jpg.rf.26a93d179bb3294982c01ce7e7a41dcd.jpg,28,1.53327198160191E-10,1.53327198160191E-10,1,1,0,0,0,0,2.6274399999999998E-4,1,1,0,0,0,0,4.5356699999999999E-4,1.53327198160191E-10,1.53327198160191E-10,0,6522,6522,0,1.4949338E-2,1,1,0,0,0,0,4.0348400000000001E-4,yes,yes
01_tta_worst,29,16_224_606_183_17_jpg.rf.9dbff09ae04884e51ba929474514b246.jpg,16_224_606_183_17_jpg.rf.9dbff09ae04884e51ba929474514b246.npz,1.5349194137925699E-10,0.266124486923217,-0.26612448700000002,D_check_TTA_harm,A,N,Y,Y,,标注未标全,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\029_tta_029_dice_0.0000_16_224_606_183_17_jpg.rf.9dbff09ae04884e51ba929474514b246.jpg,,29,1.5349194137925699E-10,0.153485342860221,1,1,0,0,0,0,2.5277399999999999E-4,1,1,0,0,0,0,4.4187499999999999E-4,1.5349194137925699E-10,1.5349194137925699E-10,413,6102,6102,413,4.548435E-3,1,1,0,0,0,0,3.4562500000000001E-4,yes,no
01_tta_worst,30,15_242_208_19_8_jpg.rf.5fb77c12e1beabb429d523bf5a166be1.jpg,15_242_208_19_8_jpg.rf.5fb77c12e1beabb429d523bf5a166be1.npz,1.5571473277464701E-10,1.2014898798096099E-10,3.5565744793686297E-11,A_B_check_hard_miss,,,,,,,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\030_tta_030_dice_0.0000_15_242_208_19_8_jpg.rf.5fb77c12e1beabb429d523bf5a166be1.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\030_no_tta_019_dice_0.0000_15_242_208_19_8_jpg.rf.5fb77c12e1beabb429d523bf5a166be1.jpg,30,1.5571473277464701E-10,1.2014898798096099E-10,1,1,0,0,0,0,2.241E-4,1.5571473277464701E-10,1.5571473277464701E-10,2572,3850,3850,2572,1.1595387943089E-2,1,1,0,0,0,0,2.41003E-4,1,1,0,0,0,0,3.2240900000000001E-4,yes,yes
01_tta_worst,31,19_212_E1202_20_3_jpg.rf.291a527581aa38d11fa1bd33646a1b46.jpg,19_212_E1202_20_3_jpg.rf.291a527581aa38d11fa1bd33646a1b46.npz,1.56445550958395E-10,1.56445550958395E-10,0,A_B_check_hard_miss,A,N,N,Y,,标注纤维化不典型，脂肪变很典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\031_tta_031_dice_0.0000_19_212_E1202_20_3_jpg.rf.291a527581aa38d11fa1bd33646a1b46.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\031_no_tta_028_dice_0.0000_19_212_E1202_20_3_jpg.rf.291a527581aa38d11fa1bd33646a1b46.jpg,31,1.56445550958395E-10,1.56445550958395E-10,1,1,0,0,0,0,2.5486500000000001E-4,1.56445550958395E-10,1.56445550958395E-10,0,6392,6392,0,4.64003E-4,1,1,0,0,0,0,1.7866299999999999E-4,1,1,0,0,0,0,3.4801800000000001E-4,yes,yes
01_tta_worst,32,17_209_102_7_20_jpg.rf.4a5f66fe8e059247765f7a15a2c05d1a.jpg,17_209_102_7_20_jpg.rf.4a5f66fe8e059247765f7a15a2c05d1a.npz,1.91828122830806E-10,0.42364680767059298,-0.42364680700000001,D_check_TTA_harm,A,N,N,Y,,炎症区域不典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\032_tta_032_dice_0.0000_17_209_102_7_20_jpg.rf.4a5f66fe8e059247765f7a15a2c05d1a.jpg,,32,1.91828122830806E-10,0.26875120401382402,1,1,0,0,0,0,2.2211E-4,1,1,0,0,0,0,4.8924400000000001E-4,1.91828122830806E-10,1.91828122830806E-10,0,5213,5213,0,2.2475730000000001E-3,1,1,0,0,0,0,3.5291899999999999E-4,yes,no
01_tta_worst,33,18_219_208_52_25_jpg.rf.01e9383a1102c9e384ce0e013dfcd7ab.jpg,18_219_208_52_25_jpg.rf.01e9383a1102c9e384ce0e013dfcd7ab.npz,2.2356359818953499E-10,2.2356359818953499E-10,0,B_or_C_check_class2,A,N,N,Y,,炎症区域不典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\033_tta_033_dice_0.0000_18_219_208_52_25_jpg.rf.01e9383a1102c9e384ce0e013dfcd7ab.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\033_no_tta_029_dice_0.0000_18_219_208_52_25_jpg.rf.01e9383a1102c9e384ce0e013dfcd7ab.jpg,33,2.2356359818953499E-10,2.2356359818953499E-10,1,1,0,0,0,0,2.5111600000000001E-4,1,1,0,0,0,0,3.9766900000000002E-4,2.2356359818953499E-10,2.2356359818953499E-10,0,4473,4473,0,4.8498399999999999E-4,1,1,0,0,0,0,3.82605E-4,yes,yes
01_tta_worst,34,15_242_212_17_7_jpg.rf.8f8295a83cf29f3273b6de9443c7840a.jpg,15_242_212_17_7_jpg.rf.8f8295a83cf29f3273b6de9443c7840a.npz,3.1249999810079001E-10,3.1249999810079001E-10,0,A_B_check_hard_miss,B,Y,N,N,,模型检出能力不足,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\034_tta_034_dice_0.0000_15_242_212_17_7_jpg.rf.8f8295a83cf29f3273b6de9443c7840a.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\034_no_tta_030_dice_0.0000_15_242_212_17_7_jpg.rf.8f8295a83cf29f3273b6de9443c7840a.jpg,34,3.1249999810079001E-10,3.1249999810079001E-10,1,1,0,0,0,0,2.63021E-4,3.1249999810079001E-10,3.1249999810079001E-10,0,3200,3200,0,1.39868E-3,1,1,0,0,0,0,2.0581500000000001E-4,1,1,0,0,0,0,3.3122799999999998E-4,yes,yes
01_tta_worst,35,18_211_205_6_15_jpg.rf.537f45cc11c8485a5597bf95c8a72dae.jpg,18_211_205_6_15_jpg.rf.537f45cc11c8485a5597bf95c8a72dae.npz,3.2679739470076098E-10,3.2679739470076098E-10,0,A_B_check_hard_miss,B,Y,N,N,,模型检出能力不足,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\035_tta_035_dice_0.0000_18_211_205_6_15_jpg.rf.537f45cc11c8485a5597bf95c8a72dae.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\035_no_tta_031_dice_0.0000_18_211_205_6_15_jpg.rf.537f45cc11c8485a5597bf95c8a72dae.jpg,35,3.2679739470076098E-10,3.2679739470076098E-10,1,1,0,0,0,0,2.14632E-4,3.2679739470076098E-10,3.2679739470076098E-10,0,3060,3060,0,7.9868300000000001E-4,1,1,0,0,0,0,2.81954E-4,1,1,0,0,0,0,2.9719300000000001E-4,yes,yes
01_tta_worst,36,15_242_208_18_11_jpg.rf.e0282f1843d979a57b1d6aa2140139f6.jpg,15_242_208_18_11_jpg.rf.e0282f1843d979a57b1d6aa2140139f6.npz,3.3046926306567999E-10,3.3046926306567999E-10,0,A_B_check_hard_miss,A,N,N,Y,,标注纤维化不典型，脂肪变很典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\036_tta_036_dice_0.0000_15_242_208_18_11_jpg.rf.e0282f1843d979a57b1d6aa2140139f6.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\036_no_tta_032_dice_0.0000_15_242_208_18_11_jpg.rf.e0282f1843d979a57b1d6aa2140139f6.jpg,36,3.3046926306567999E-10,3.3046926306567999E-10,1,1,0,0,0,0,2.2023400000000001E-4,3.3046926306567999E-10,3.3046926306567999E-10,0,3026,3026,0,1.589607E-3,1,1,0,0,0,0,2.2424000000000001E-4,1,1,0,0,0,0,3.0082699999999998E-4,yes,yes
01_tta_worst,37,18_219_208_49_21_jpg.rf.758f8a1ddb3ed57e97a0f14e9d262981.jpg,18_219_208_49_21_jpg.rf.758f8a1ddb3ed57e97a0f14e9d262981.npz,3.3602151616740602E-10,8.2747204921407302E-11,2.5327431124599799E-10,B_or_C_check_class2,A,N,N,Y,,炎症区域不典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\037_tta_037_dice_0.0000_18_219_208_49_21_jpg.rf.758f8a1ddb3ed57e97a0f14e9d262981.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\037_no_tta_012_dice_0.0000_18_219_208_49_21_jpg.rf.758f8a1ddb3ed57e97a0f14e9d262981.jpg,37,3.3602151616740602E-10,8.2747204921407302E-11,1,1,0,0,0,0,9.6753310000000006E-3,1,1,0,0,0,0,4.51058E-4,3.3602151616740602E-10,3.3602151616740602E-10,0,2976,2976,0,8.1709509999999992E-3,1,1,0,0,0,0,4.2132900000000002E-4,yes,yes
01_tta_worst,38,16_253_308_34_4_jpg.rf.c1487d1c8a92bde85994cfc673ce448b.jpg,16_253_308_34_4_jpg.rf.c1487d1c8a92bde85994cfc673ce448b.npz,5.1450300000000003E-4,0.533300340175628,-0.53278583800000001,D_check_TTA_harm,B,Y,N,N,,模型检出能力不足,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\038_tta_038_dice_0.0005_16_253_308_34_4_jpg.rf.c1487d1c8a92bde85994cfc673ce448b.jpg,,38,2.5731799999999998E-4,0.36360567808151201,1,1,0,0,0,0,2.4587900000000001E-4,5.1450300000000003E-4,2.5731799999999998E-4,28,31054,31062,36,3.2341073999999997E-2,1,1,0,0,0,0,2.4777799999999998E-4,1,1,0,0,0,0,3.9535599999999997E-4,yes,no
01_tta_worst,39,17_209_102_6_26_jpg.rf.8474901f98f2d28915a3bcf1363dfac2.jpg,17_209_102_6_26_jpg.rf.8474901f98f2d28915a3bcf1363dfac2.npz,1.0427528992295199E-2,3.49406004129804E-10,1.04275286428892E-2,B_or_C_check_class2,A,N,N,Y,,炎症区域不典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\039_tta_039_dice_0.0104_17_209_102_6_26_jpg.rf.8474901f98f2d28915a3bcf1363dfac2.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\039_no_tta_033_dice_0.0000_17_209_102_6_26_jpg.rf.8474901f98f2d28915a3bcf1363dfac2.jpg,39,5.2410900000000003E-3,3.49406004129804E-10,1,1,0,0,0,0,2.21521E-4,1,1,0,0,0,0,5.3922300000000002E-4,1.0427528992295199E-2,5.2410900000000003E-3,0,2847,2862,15,4.8174059999999998E-3,1,1,0,0,0,0,3.69663E-4,yes,yes
01_tta_worst,40,17_209_102_6_30_jpg.rf.ec7a893c9423a9fe8922f3e4ec021293.jpg,17_209_102_6_30_jpg.rf.ec7a893c9423a9fe8922f3e4ec021293.npz,1.4657980762422E-2,5.3223867000000001E-2,-3.8565886000000001E-2,B_or_C_check_class2,A,N,N,Y,,炎症区域不典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\040_tta_040_dice_0.0147_17_209_102_6_30_jpg.rf.ec7a893c9423a9fe8922f3e4ec021293.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\040_no_tta_039_dice_0.0532_17_209_102_6_30_jpg.rf.ec7a893c9423a9fe8922f3e4ec021293.jpg,40,7.3831010000000004E-3,2.7339490000000001E-2,1,1,0,0,0,0,2.3809699999999999E-4,1,1,0,0,0,0,4.8619100000000002E-4,1.4657980762422E-2,7.3831010000000004E-3,1752,6718,6781,1815,2.35193967819213E-2,1,1,0,0,0,0,3.86812E-4,yes,yes
01_tta_worst,41,18_211_206_23_24_jpg.rf.98a604c3c6f7208d5c71607f96eb6f8f.jpg,18_211_206_23_24_jpg.rf.98a604c3c6f7208d5c71607f96eb6f8f.npz,5.8214173000000001E-2,7.6358101999999997E-2,-1.8143929999999999E-2,A_B_E_check_hard_miss_or_threshold,A,N,N,Y,,标注纤维化遗漏,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\041_tta_041_dice_0.0582_18_211_206_23_24_jpg.rf.98a604c3c6f7208d5c71607f96eb6f8f.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\041_no_tta_042_dice_0.0764_18_211_206_23_24_jpg.rf.98a604c3c6f7208d5c71607f96eb6f8f.jpg,41,2.9979707673192E-2,3.9694551000000002E-2,1,1,0,0,0,0,2.3266500000000001E-4,5.8214173000000001E-2,2.9979707673192E-2,6455,8364,8822,6913,3.6417626000000002E-2,1,1,0,0,0,0,2.4934799999999999E-4,1,1,0,0,0,0,3.3807299999999999E-4,yes,yes
01_tta_worst,42,17_228_803_192_14_jpg.rf.f23b68987f8ccc0330bba7e303a9f24d.jpg,17_228_803_192_14_jpg.rf.f23b68987f8ccc0330bba7e303a9f24d.npz,6.1037711799144703E-2,1.9560428336262699E-2,4.1477282999999997E-2,A_B_E_check_hard_miss_or_threshold,A,N,Y,Y,,漏标结构,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\042_tta_042_dice_0.0610_17_228_803_192_14_jpg.rf.f23b68987f8ccc0330bba7e303a9f24d.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\042_no_tta_036_dice_0.0196_17_228_803_192_14_jpg.rf.f23b68987f8ccc0330bba7e303a9f24d.jpg,42,3.1479574739933E-2,9.8768109999999992E-3,6.1037711799144703E-2,3.1479574739933E-2,3644,50013,51757,5388,4.4245020000000003E-2,1,1,0,0,0,0,4.3003099999999999E-4,1,1,0,0,0,0,2.0239300000000001E-4,1,1,0,0,0,0,3.9990300000000001E-4,yes,yes
01_tta_worst,43,17_234_212_75_30_jpg.rf.603fa53c4bbc5886d7b8fc19c7aed559.jpg,17_234_212_75_30_jpg.rf.603fa53c4bbc5886d7b8fc19c7aed559.npz,6.2248412519693298E-2,8.9664473999999994E-2,-2.7416062000000001E-2,B_or_C_check_class2,A,N,N,Y,,标注有误，应为气球样变,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\043_tta_043_dice_0.0622_17_234_212_75_30_jpg.rf.603fa53c4bbc5886d7b8fc19c7aed559.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\043_no_tta_043_dice_0.0897_17_234_212_75_30_jpg.rf.603fa53c4bbc5886d7b8fc19c7aed559.jpg,43,3.2124042999999998E-2,4.6936504542827599E-2,1,1,0,0,0,0,2.4034100000000001E-4,1,1,0,0,0,0,4.9601099999999998E-4,6.2248412519693298E-2,3.2124042999999998E-2,4,22593,23343,754,2.4438624999999999E-2,1,1,0,0,0,0,3.7487700000000002E-4,yes,yes
01_tta_worst,44,18_217_218_52_28_jpg.rf.e264348e72524fd9bfbeb64db1f3e1d1.jpg,18_217_218_52_28_jpg.rf.e264348e72524fd9bfbeb64db1f3e1d1.npz,6.2333036214113201E-2,0.109777264297008,-4.7444227999999998E-2,B_or_C_check_class2,A,N,N,Y,,炎症区域不典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\044_tta_044_dice_0.0623_18_217_218_52_28_jpg.rf.e264348e72524fd9bfbeb64db1f3e1d1.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\044_no_tta_046_dice_0.1098_18_217_218_52_28_jpg.rf.e264348e72524fd9bfbeb64db1f3e1d1.jpg,44,3.2169119000000003E-2,5.8076362999999999E-2,1,1,0,0,0,0,2.4526300000000001E-4,1,1,0,0,0,0,4.8626300000000002E-4,6.2333036214113201E-2,3.2169119000000003E-2,4176,8460,8880,4596,2.94525027275085E-2,1,1,0,0,0,0,3.8470900000000001E-4,yes,yes
01_tta_worst,45,18_217_212_55_2_jpg.rf.429e1a907d4fd09b0516c0cf959f6785.jpg,18_217_212_55_2_jpg.rf.429e1a907d4fd09b0516c0cf959f6785.npz,0.15199258923530501,1.3267878462563901E-10,0.15199258900000001,B_or_C_check_class2,A,N,N,Y,,炎症区域不典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\045_tta_045_dice_0.1520_18_217_212_55_2_jpg.rf.429e1a907d4fd09b0516c0cf959f6785.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\045_no_tta_020_dice_0.0000_18_217_212_55_2_jpg.rf.429e1a907d4fd09b0516c0cf959f6785.jpg,45,8.2246742999999997E-2,1.3267878462563901E-10,1,1,0,0,0,0,2.6289299999999999E-4,1,1,0,0,0,0,4.4061099999999999E-4,0.15199258923530501,8.2246742999999997E-2,2861,4459,5115,3517,2.6999041438102701E-2,1,1,0,0,0,0,4.0821999999999999E-4,yes,yes
01_tta_worst,46,202_2_16_35_jpg.rf.6af83252894f02e88e53866e17951d98.jpg,202_2_16_35_jpg.rf.6af83252894f02e88e53866e17951d98.npz,0.155154094099998,9.9890123950174799E-11,0.15515409400010799,A_B_check_hard_miss,A,N,N,Y,,漏标脂肪变,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\046_tta_046_dice_0.1552_202_2_16_35_jpg.rf.6af83252894f02e88e53866e17951d98.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\046_no_tta_015_dice_0.0000_202_2_16_35_jpg.rf.6af83252894f02e88e53866e17951d98.jpg,46,8.4101379000000004E-2,9.9890123950174799E-11,1,1,0,0,0,0,2.8920399999999999E-4,1,1,0,0,0,0,3.1644099999999999E-4,1,1,0,0,0,0,1.68049E-4,0.155154094099998,8.4101379000000004E-2,0,3975,4340,365,1.1748709E-2,yes,yes
01_tta_worst,47,18_217_217_53_7_jpg.rf.90981208c4c9d68dc01dee098e37672a.jpg,18_217_217_53_7_jpg.rf.90981208c4c9d68dc01dee098e37672a.npz,0.16428324580192499,0.18084964156150801,-1.6566396000000001E-2,B_or_C_check_class2,A,N,N,Y,,炎症区域不典型,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\047_tta_047_dice_0.1643_18_217_217_53_7_jpg.rf.90981208c4c9d68dc01dee098e37672a.jpg,,47,8.9492700999999994E-2,9.9414348999999999E-2,1,1,0,0,0,0,2.4060299999999999E-4,1,1,0,0,0,0,5.1294600000000002E-4,0.16428324580192499,8.9492700999999994E-2,10020,9382,11289,11927,5.3732354000000003E-2,1,1,0,0,0,0,3.9413300000000002E-4,yes,no
01_tta_worst,48,19_212_E1202_19_2_jpg.rf.51fa2352272b2020f67c4ccb8e098005.jpg,19_212_E1202_19_2_jpg.rf.51fa2352272b2020f67c4ccb8e098005.npz,0.16986678540706601,0.15540540218353199,1.4461383E-2,A_B_check_hard_miss,A,N,N,Y,,标注纤维化不典型，建议剔除,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\048_tta_048_dice_0.1699_19_212_E1202_19_2_jpg.rf.51fa2352272b2020f67c4ccb8e098005.jpg,E:\project\ORO\runsTemp\manual_review_package_20260724\images\01_tta_worst\048_no_tta_048_dice_0.1554_19_212_E1202_19_2_jpg.rf.51fa2352272b2020f67c4ccb8e098005.jpg,48,9.2816628999999998E-2,8.4249087E-2,1,1,0,0,0,0,2.3257E-4,0.16986678540706601,9.2816628999999998E-2,15,22856,25196,2355,2.54387892782688E-2,1,1,0,0,0,0,2.1928E-4,1,1,0,0,0,0,3.4511299999999997E-4,yes,yes
