image_file,mask_file,tta_rank_by_worst,tta_overall_dice,no_tta_overall_dice,tta_minus_no_tta,tta_overall_jaccard,no_tta_overall_jaccard,class_0_dice,class_0_jaccard,class_0_fp_pixels,class_0_fn_pixels,class_0_true_pixels,class_0_pred_pixels,class_0_prob_mean,class_1_dice,class_1_jaccard,class_1_fp_pixels,class_1_fn_pixels,class_1_true_pixels,class_1_pred_pixels,class_1_prob_mean,class_2_dice,class_2_jaccard,class_2_fp_pixels,class_2_fn_pixels,class_2_true_pixels,class_2_pred_pixels,class_2_prob_mean,class_3_dice,class_3_jaccard,class_3_fp_pixels,class_3_fn_pixels,class_3_true_pixels,class_3_pred_pixels,class_3_prob_mean,tta_panel_available,no_tta_panel_available,auto_hint
17_228_801_67_60_jpg.rf.17f3483997a74ee8cdd341a82566dd0a.jpg,17_228_801_67_60_jpg.rf.17f3483997a74ee8cdd341a82566dd0a.npz,752,0.9815881252288818,0.9786025285720825,0.0029855966567993164,0.96384197473526,0.9581015706062317,0.9815881252288818,0.96384197473526,1065.0,233.0,34833.0,35665.0,0.15446144342422485,1.0,1.0,0.0,0.0,0.0,0.0,0.0003033301909454167,1.0,1.0,0.0,0.0,0.0,0.0,0.00020105484873056412,1.0,1.0,0.0,0.0,0.0,0.0,0.0004556432249955833,no,no,review
15_242_202_50_114_jpg.rf.bd370ba59825613521354970af86fcfd.jpg,15_242_202_50_114_jpg.rf.bd370ba59825613521354970af86fcfd.npz,753,0.9816005229949951,0.983237087726593,-0.0016365647315979004,0.9638658761978149,0.9670268893241882,0.9816005229949951,0.9638658761978149,38.0,420.0,12637.0,12255.0,0.05333136394619942,1.0,1.0,0.0,0.0,0.0,0.0,0.0003001982986461371,1.0,1.0,0.0,0.0,0.0,0.0,0.00018047024786937982,1.0,1.0,0.0,0.0,0.0,0.0,0.0003948660450987518,no,no,review
16_224_604_90_44_jpg.rf.b4ff33ec6829920d2d8af2527ae1af64.jpg,16_224_604_90_44_jpg.rf.b4ff33ec6829920d2d8af2527ae1af64.npz,754,0.9816110134124756,0.9808559417724609,0.0007550716400146484,0.9638861417770386,0.9624311327934265,0.9816110134124756,0.9638861417770386,121.0,63.0,4974.0,5032.0,0.02200784534215927,1.0,1.0,0.0,0.0,0.0,0.0,0.0003118851745966822,1.0,1.0,0.0,0.0,0.0,0.0,0.0001806908694561571,1.0,1.0,0.0,0.0,0.0,0.0,0.0003604258527047932,no,no,review
15_242_202_50_114_jpg.rf.bd2d119650cea568ec75826dcb8aa234.jpg,15_242_202_50_114_jpg.rf.bd2d119650cea568ec75826dcb8aa234.npz,755,0.981641411781311,0.9834830164909363,-0.0018416047096252441,0.9639447927474976,0.967502772808075,0.981641411781311,0.9639447927474976,38.0,419.0,12637.0,12256.0,0.05333761125802994,1.0,1.0,0.0,0.0,0.0,0.0,0.000299996929243207,1.0,1.0,0.0,0.0,0.0,0.0,0.00018024952441919595,1.0,1.0,0.0,0.0,0.0,0.0,0.0003945279459003359,no,no,review
201_5_23_2_jpg.rf.3a5f71a4b88e866e689260d322e67b42.jpg,201_5_23_2_jpg.rf.3a5f71a4b88e866e689260d322e67b42.npz,756,0.9816902875900269,0.9815924763679504,9.781122207641602e-05,0.9640389680862427,0.9638503789901733,1.0,1.0,0.0,0.0,0.0,0.0,0.0002442281402181834,1.0,1.0,0.0,0.0,0.0,0.0,0.00030875837546773255,1.0,1.0,0.0,0.0,0.0,0.0,0.0001561660028528422,0.9816902875900269,0.9640389680862427,1941.0,1151.0,84041.0,84831.0,0.3675042688846588,no,no,review
15_242_202_102_30_jpg.rf.cfd861b660ec8c72da3f8b8d54c8f030.jpg,15_242_202_102_30_jpg.rf.cfd861b660ec8c72da3f8b8d54c8f030.npz,757,0.9817517995834351,0.9801356792449951,0.0016161203384399414,0.9641577005386353,0.9610451459884644,0.9817517995834351,0.9641577005386353,160.0,290.0,12395.0,12265.0,0.053214605897665024,1.0,1.0,0.0,0.0,0.0,0.0,0.0002919180260505527,1.0,1.0,0.0,0.0,0.0,0.0,0.00017383851809427142,1.0,1.0,0.0,0.0,0.0,0.0,0.0003941107715945691,no,no,review
201_8_14_7_jpg.rf.3aa849915960b055fa4a7cdc75065829.jpg,201_8_14_7_jpg.rf.3aa849915960b055fa4a7cdc75065829.npz,758,0.9818063378334045,0.9810355305671692,0.0007708072662353516,0.964262843132019,0.9627769589424133,1.0,1.0,0.0,0.0,0.0,0.0,0.0002510061312932521,1.0,1.0,0.0,0.0,0.0,0.0,0.0003009602369274944,1.0,1.0,0.0,0.0,0.0,0.0,0.00015844381414353848,0.9818063378334045,0.964262843132019,1811.0,364.0,59050.0,60497.0,0.26184868812561035,no,no,review
15_242_202_35_94_jpg.rf.629d27adb8ce80c303cdce2fbd912800.jpg,15_242_202_35_94_jpg.rf.629d27adb8ce80c303cdce2fbd912800.npz,759,0.9819536209106445,0.9799461364746094,0.0020074844360351562,0.9645469784736633,0.9606807827949524,0.9819536209106445,0.9645469784736633,127.0,503.0,17643.0,17267.0,0.07502686232328415,1.0,1.0,0.0,0.0,0.0,0.0,0.0002928597095888108,1.0,1.0,0.0,0.0,0.0,0.0,0.00017645294428803027,1.0,1.0,0.0,0.0,0.0,0.0,0.0003905445337295532,no,no,review
18_211_Masson_208_8_19_jpg.rf.4623a886b108fd96c4d79e495416c9cc.jpg,18_211_Masson_208_8_19_jpg.rf.4623a886b108fd96c4d79e495416c9cc.npz,760,0.982275664806366,0.9816210269927979,0.0006546378135681152,0.9651687145233154,0.9639054536819458,0.982275664806366,0.9651687145233154,136.0,57.0,5405.0,5484.0,0.023939387872815132,1.0,1.0,0.0,0.0,0.0,0.0,0.00036244120565243065,1.0,1.0,0.0,0.0,0.0,0.0,0.00021498987916857004,1.0,1.0,0.0,0.0,0.0,0.0,0.0003800601698458195,no,no,review
15_242_202_115_61_jpg.rf.656fe8eeaa1df81f968203ac15101e2b.jpg,15_242_202_115_61_jpg.rf.656fe8eeaa1df81f968203ac15101e2b.npz,761,0.9823700189590454,0.9812904596328735,0.001079559326171875,0.965350866317749,0.9632681608200073,0.9823700189590454,0.965350866317749,380.0,15.0,11020.0,11385.0,0.04929843544960022,1.0,1.0,0.0,0.0,0.0,0.0,0.0002973524387925863,1.0,1.0,0.0,0.0,0.0,0.0,0.00018286181148141623,1.0,1.0,0.0,0.0,0.0,0.0,0.0003726762079168111,no,no,review
201_8_14_7_jpg.rf.9e0d6f479fab2363ddd4e82d2c95af87.jpg,201_8_14_7_jpg.rf.9e0d6f479fab2363ddd4e82d2c95af87.npz,762,0.9824496507644653,0.9823729991912842,7.665157318115234e-05,0.9655047655105591,0.965356707572937,1.0,1.0,0.0,0.0,0.0,0.0,0.0002501487615518272,1.0,1.0,0.0,0.0,0.0,0.0,0.0002994405513163656,1.0,1.0,0.0,0.0,0.0,0.0,0.0001543281541671604,0.9824496507644653,0.9655047655105591,1749.0,348.0,59042.0,60443.0,0.2616901695728302,no,no,review
201_1_15_10_jpg.rf.2eec450c96805f621f698116499b6780.jpg,201_1_15_10_jpg.rf.2eec450c96805f621f698116499b6780.npz,763,0.9824633002281189,0.9812116026878357,0.0012516975402832031,0.965531051158905,0.9631161689758301,1.0,1.0,0.0,0.0,0.0,0.0,0.0002508821780793369,1.0,1.0,0.0,0.0,0.0,0.0,0.0003029671497642994,1.0,1.0,0.0,0.0,0.0,0.0,0.00015668460400775075,0.9824633002281189,0.965531051158905,1474.0,767.0,63541.0,64248.0,0.27829709649086,no,no,review
