sample_index,image_file,original_overall_dice,original_macro_class_dice,ignore_class_macro_dice,original_overall_jaccard,original_macro_class_jaccard,ignore_class_macro_jaccard
760,18_228_Masson_505_103_36_jpg.rf.ab99ba56da479d5534a1e54ab59b6a92.jpg,0.9358682036399841,0.9839670658111572,0.9786227345466614,0.8794664144515991,0.9698666334152222,0.9598221381505331
229,15_242_208_20_8_jpg.rf.2cfb6e44bf4f776216e3e001bf81c6e1.jpg,0.9359419345855713,0.9839854836463928,0.9786473115285238,0.8795967102050781,0.9698991775512695,0.9598655700683594
186,19_212_D1208_30_5_jpg.rf.eaa206262d866b0686035b129223aacb.jpg,0.9359444975852966,0.9839861392974854,0.9786481658617655,0.879601240158081,0.9699003100395203,0.9598670800526937
372,15_242_202_115_36_jpg.rf.8585d9d9a39948341eb7d08fcf8a1a09.jpg,0.937293529510498,0.9843233823776245,0.979097843170166,0.8819872736930847,0.9704968333244324,0.9606624245643616
794,18_228_Masson_505_90_32_jpg.rf.17d2789ac5d31ac9651a1dafb7a84688.jpg,0.9374918937683105,0.9843729734420776,0.9791639645894369,0.8823385834693909,0.9705846309661865,0.9607795278231303
59,15_242_208_28_20_jpg.rf.db5847b07b8056585bc4eeffb57e9f99.jpg,0.9402794241905212,0.9850698709487915,0.9800931413968405,0.8872899413108826,0.9718225002288818,0.9624299804369608
472,15_242_208_19_18_jpg.rf.380c0f9eb80aa944d0a679a695d3915f.jpg,0.9403321146965027,0.9850830435752869,0.9801107048988342,0.8873838186264038,0.9718459844589233,0.9624612728754679
405,15_242_208_28_20_jpg.rf.e3bdddbc25d64d11186d7046a52cd329.jpg,0.9411360621452332,0.9852840304374695,0.9803786873817444,0.888816773891449,0.9722042083740234,0.962938924630483
388,201_2_12_23_jpg.rf.8667fd91893da94ace9586b905b51bfa.jpg,0.9412976503372192,0.9853243827819824,0.9804325501124064,0.8891051411628723,0.9722762703895569,0.9630350470542908
202,201_9_14_10_jpg.rf.deece2b9832996aae0c6427e14ca28d9.jpg,0.9417034387588501,0.9854258298873901,0.9805678129196167,0.8898295164108276,0.9724574089050293,0.9632765054702759
694,15_242_208_28_17_jpg.rf.6457fcaa4a6dfdd5992cd0d19f074801.jpg,0.9417708516120911,0.9854426980018616,0.980590283870697,0.8899497985839844,0.9724874496459961,0.9633165995279948
328,206_8_7_12_jpg.rf.0b51d04b4fcdd64c27921159c07cfb6a.jpg,0.9424781799316406,0.9856195449829102,0.9808260599772135,0.8912139534950256,0.9728034734725952,0.9637379844983419
514,18_229_Masson_202_27_35_jpg.rf.4fbffec4bd2b5633b2c6e76cddcb9c28.jpg,0.9427728652954102,0.9856932163238525,0.9809242884318033,0.8917410969734192,0.9729352593421936,0.9639136989911398
275,18_228_Masson_505_83_33_jpg.rf.0771031f3d2fa00632a78b7410efc595.jpg,0.9428966045379639,0.985724151134491,0.9809655348459879,0.8919625282287598,0.9729906320571899,0.9639875094095866
423,201_4_6_4_jpg.rf.c97cf943b73580a610c1ddfabd9227e4.jpg,0.9429658055305481,0.9857414364814758,0.980988601843516,0.8920863270759583,0.9730215668678284,0.9640287756919861
761,17_228_801_67_44_jpg.rf.6f08b9bcc64ec66d16d2aae9115f8265.jpg,0.9434993863105774,0.9858748316764832,0.9811664621035258,0.8930419683456421,0.9732605218887329,0.9643473227818807
396,15_242_208_33_10_jpg.rf.9944ffe949681738e791f877c313f3e8.jpg,0.9439522624015808,0.9859880805015564,0.981317420800527,0.8938538432121277,0.9734634757041931,0.9646179477373759
612,18_228_Masson_505_81_21_jpg.rf.ea40035707719d5251ffd3e1687568ad.jpg,0.9439639449119568,0.9859910011291504,0.9813213149706522,0.8938747644424438,0.9734686613082886,0.9646249214808146
276,15_242_208_35_18_jpg.rf.7a291fcd95ed2833c5a5480fef07ea6f.jpg,0.9444149136543274,0.9861037135124207,0.9814716378847758,0.8946837782859802,0.9736709594726562,0.9648945927619934
242,18_228_Masson_208_47_14_jpg.rf.240c57ee1fb8e196aee8fbe900a78be5.jpg,0.9445318579673767,0.9861329793930054,0.9815106193224589,0.8948938250541687,0.9737234711647034,0.9649646083513895
164,15_242_208_29_22_jpg.rf.aff275a2a84487f9735ede1b1df1a10f.jpg,0.9446094632148743,0.9861523509025574,0.9815364877382914,0.8950331211090088,0.9737582802772522,0.9650110403696696
414,102_1_8_41_jpg.rf.47592ade839b06643503cf31991e0c30.jpg,0.9446303248405457,0.9861575961112976,0.9815434416135153,0.8950705528259277,0.9737676382064819,0.9650235176086426
748,15_242_208_22_17_jpg.rf.4b0b31cef701430209fea922817016f9.jpg,0.9451404213905334,0.9862850904464722,0.9817134737968445,0.8959869742393494,0.9739967584609985,0.9653289914131165
657,15_242_208_28_17_jpg.rf.ced48c5feae3d1b7fcbff8b8ab0c6492.jpg,0.9452720880508423,0.9863179922103882,0.9817573626836141,0.8962236046791077,0.9740558862686157,0.9654078682263693
638,201_0_9_54_jpg.rf.91247278f59d77a6570b276d164fe108.jpg,0.9453668594360352,0.9863417148590088,0.9817889531453451,0.8963940143585205,0.9740985035896301,0.9654646714528402
