run_name,validation_samples,val_tta,threshold,ignored_classes,kept_classes,summary_mean_overall_dice,summary_mean_overall_jaccard,summary_macro_all_class_dice,summary_macro_without_ignored_dice,summary_macro_all_class_jaccard,summary_macro_without_ignored_jaccard,sample_mean_macro_without_ignored_dice,sample_median_macro_without_ignored_dice,sample_min_macro_without_ignored_dice,sample_mean_macro_without_ignored_jaccard,micro_all_class_dice,micro_without_ignored_dice,micro_all_class_jaccard,micro_without_ignored_jaccard
best_20260724_tta,795,flips,0.5,2,"0,1,3",0.7735128956784301,0.6869103984518129,0.9418286383152008,0.94987024863561,0.9201892912387848,0.9279124736785889,0.9498702652894891,0.9803786873817444,0.6448816065440764,0.9279124842453379,0.8271247193949474,0.8448772628522857,0.705211144844197,0.7314177408874304
best_20260724_no_tta,795,none,0.5,2,"0,1,3",0.7663322792754416,0.6778460420234511,0.9375606775283813,0.9464408755302429,0.9154749065637589,0.9240754048029581,0.9464408886005792,0.9779744346936544,0.3333333809701108,0.9240754104582486,0.8175890699710978,0.8362469814597026,0.6914593304301693,0.718577712054928
